"Part D Drug Utilization and Cost Summary, Calendar Years 2011 - 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand Name,Generic Name,"Claim Count, 2011","Total Spending, 2011","Beneficiary Count, 2011","Total Annual Spending Per User, 2011","Unit Count, 2011","Average Cost Per Unit (Weighted), 2011","Beneficiary Count No LIS, 2011","Average Beneficiary Cost Share No LIS, 2011","Beneficiary Count LIS, 2011","Average Beneficiary Cost Share LIS, 2011","Claim Count, 2012","Total Spending, 2012","Beneficiary Count, 2012","Total Annual Spending Per User, 2012","Unit Count, 2012","Average Cost Per Unit (Weighted), 2012","Beneficiary Count No LIS, 2012","Average Beneficiary Cost Share No LIS, 2012","Beneficiary Count LIS, 2012","Average Beneficiary Cost Share LIS, 2012","Claim Count, 2013","Total Spending, 2013","Beneficiary Count, 2013","Total Annual Spending Per User, 2013","Unit Count, 2013","Average Cost Per Unit (Weighted), 2013","Beneficiary Count No LIS, 2013","Average Beneficiary Cost Share No LIS, 2013","Beneficiary Count LIS, 2013","Average Beneficiary Cost Share LIS, 2013","Claim Count, 2014","Total Spending, 2014","Beneficiary Count, 2014","Total Annual Spending Per User, 2014","Unit Count, 2014","Average Cost Per Unit (Weighted), 2014","Beneficiary Count No LIS, 2014","Average Beneficiary Cost Share No LIS, 2014","Beneficiary Count LIS, 2014","Average Beneficiary Cost Share LIS, 2014","Claim Count, 2015","Total Spending, 2015","Beneficiary Count, 2015","Total Annual Spending Per User, 2015","Unit Count, 2015","Average Cost Per Unit (Weighted), 2015","Beneficiary Count No LIS, 2015","Average Beneficiary Cost Share No LIS, 2015","Beneficiary Count LIS, 2015","Average Beneficiary Cost Share LIS, 2015","Annual Change in Average Cost Per Unit, 2015"
MAGELLAN INSULIN SYRINGE ,"SYRINGE,NEEDLE,INSULN,SF 0.5ML ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,900","$51,331.55",490,$104.76,"101,373",$0.51,24,$25.52,466,$0.17,"2,967","$80,749.76",494,$163.46,"160,900",$0.50,14,$47.26,480,$0.26,
MAGELLAN INSULIN SYRINGE ,"SYRINGE,NEEDLE,INSULN,SF,0.3ML ",,,,,,,,,,,40,"$1,205.02",,,"2,570",$0.47,,,,,17,$422.74,,,850,$0.50,,,,,,,,,,,,,,,,,,,,,,,,,
MAGNACET ,OXYCODONE HCL/ACETAMINOPHEN ,111,"$39,349.37",43,$915.10,"9,404",$4.17,19,$57.95,24,$12.86,105,"$46,442.02",38,"$1,222.16","8,109",$5.77,,,,,135,"$122,696.30",27,"$4,544.31","18,521",$6.63,,,,,19,"$14,134.53",11,"$1,284.96","1,947",$7.24,,,,,,,,,,,,,,,
MAGNEBIND 400 RX ,CALCIUM CARBONATE/MAG CARB/FA ,181,"$5,761.58",59,$97.65,"24,225",$0.24,36,$87.87,23,$12.09,212,"$6,414.47",64,$100.23,"26,922",$0.24,30,$91.64,34,$13.07,62,"$1,538.04",17,$90.47,"7,130",$0.22,17,,0,,58,"$1,604.55",35,$45.84,"6,368",$0.25,20,$34.49,15,$4.30,73,"$1,812.25",31,$58.46,"6,745",$0.27,11,$47.90,20,$2.54,
MAGNESIUM CHLORIDE ,MAGNESIUM CHLORIDE ,25,$739.18,,,"2,380",$0.31,,,,,66,"$2,208.25",,,"8,832",$0.25,,,,,,,,,,,,,,,21,"$1,095.69",,,"14,602",$0.08,,,,,21,$409.66,,,"14,746",$0.03,,,,,
MAGNESIUM SULFATE ,MAGNESIUM SULFATE ,"3,081","$41,503.59",650,$63.85,"827,355",$0.05,282,$33.40,368,$3.55,"3,525","$54,292.01",719,$75.51,"1,219,103",$0.04,333,$22.04,386,$3.30,"4,366","$93,142.30",796,$117.01,"2,011,535",$0.05,355,$52.39,441,$4.18,"4,869","$114,115.98",851,$134.10,"2,188,810",$0.06,391,$49.75,460,$4.91,"3,238","$55,459.24",625,$88.73,"927,481",$0.06,308,$34.12,317,$3.87,
MAGNESIUM SULFATE ,MAGNESIUM SULFATE IN WATER ,343,"$9,112.04",82,$111.12,"165,774",$0.06,29,$39.41,53,$2.19,286,"$7,718.77",59,$130.83,"149,733",$0.07,25,$56.67,34,$14.54,308,"$5,333.51",61,$87.43,"216,873",$0.05,22,$42.71,39,$2.48,236,"$7,788.17",74,$105.25,"203,561",$0.12,17,$30.82,57,$3.51,620,"$25,259.91",123,$205.37,"613,617",$0.05,42,$140.89,81,$4.09,
MAGNESIUM SULFATE-D5W ,MAGNESIUM SULFATE/D5W ,269,"$9,632.64",40,$240.82,"125,901",$0.08,,,,,86,"$3,233.31",18,$179.63,"43,106",$0.08,,,,,41,$944.24,20,$47.21,"16,905",$0.06,,,,,52,"$1,965.66",24,$81.90,"28,411",$0.07,,,,,193,"$10,002.17",48,$208.38,"116,106",$0.09,,,,,
MAKENA ,HYDROXYPROGESTERONE CAPROATE ,69,"$260,033.45",34,"$7,648.04",355,$732.49,0,,34,$5.23,156,"$567,260.39",73,"$7,770.69",805,$704.67,0,,73,$5.03,324,"$1,165,923.39",142,"$8,210.73","1,660",$702.36,,,,,744,"$2,626,612.24",308,"$8,527.96","3,737",$702.87,0,,308,$5.87,989,"$3,457,698.62",393,"$8,798.22","4,928",$701.64,0,,393,$8.13,
MALARONE ,ATOVAQUONE/PROGUANIL HCL ,"18,493","$3,460,785.08","17,192",$201.30,"489,111",$7.08,"16,356",$78.30,836,$6.97,"1,990","$393,511.17","1,846",$213.17,"57,765",$6.81,"1,714",$84.21,132,$3.50,"1,121","$213,182.41","1,050",$203.03,"33,472",$6.61,988,$82.64,62,$4.30,466,"$102,131.03",416,$245.51,"17,599",$6.55,383,$74.17,33,$3.33,257,"$70,613.66",220,$320.97,"12,814",$6.56,200,$68.99,20,$5.83,
MALATHION ,MALATHION ,"4,062","$689,131.40","2,980",$231.25,"270,686",$2.55,458,$36.36,"2,522",$2.08,"4,205","$767,096.25","3,082",$248.90,"284,677",$2.69,542,$32.90,"2,540",$2.10,"4,015","$686,184.15","2,841",$241.53,"272,067",$2.52,600,$34.63,"2,241",$2.21,"3,845","$678,776.80","2,747",$247.10,"263,557",$2.58,634,$38.93,"2,113",$2.09,"4,246","$866,701.11","3,030",$286.04,"281,985",$3.07,564,$63.91,"2,466",$2.09,19%
MANNITOL ,MANNITOL ,219,"$2,389.34",100,$23.89,"71,075",$0.03,53,$10.34,47,$2.33,97,"$1,003.61",60,$16.73,"18,782",$0.06,30,$4.85,30,$0.92,75,$764.60,34,$22.49,"13,138",$0.05,23,$10.06,11,$0.46,178,"$1,344.11",63,$21.34,"29,903",$0.05,38,$10.17,25,$1.70,203,"$1,465.92",80,$18.32,"22,904",$0.74,47,$7.53,33,$2.61,
MAPROTILINE HCL ,MAPROTILINE HCL ,"10,757","$648,847.51","1,648",$393.72,"844,905",$0.78,"1,167",$80.47,481,$11.72,"10,048","$726,966.82","1,615",$450.13,"828,202",$0.89,"1,123",$87.77,492,$10.18,"7,828","$624,474.97","1,530",$408.15,"610,000",$1.05,"1,131",$92.18,399,$9.21,"7,333","$713,410.24","1,275",$559.54,"605,970",$1.20,931,$136.01,344,$12.19,"6,644","$650,526.38","1,184",$549.43,"569,841",$1.17,862,$212.37,322,$12.41,3%
MARCAINE ,BUPIVACAINE HCL ,136,"$1,697.88",70,$24.26,"22,868",$0.08,21,$8.61,49,$2.92,95,"$1,094.47",54,$20.27,"12,741",$0.09,25,$9.91,29,$2.68,168,"$3,721.66",81,$45.95,"37,320",$0.10,43,$35.43,38,$1.60,163,"$3,164.26",107,$29.57,"32,481",$0.11,60,$24.03,47,$1.38,96,"$2,189.50",52,$42.11,"24,704",$0.10,25,$46.84,27,$0.29,
MARCAINE ,BUPIVACAINE HCL/PF ,131,"$1,375.69",107,$12.86,"7,130",$0.21,25,$9.86,82,$0.77,191,"$2,747.08",138,$19.91,"9,918",$0.28,49,$8.10,89,$0.98,289,"$5,446.65",195,$27.93,"20,559",$0.26,79,$12.37,116,$0.66,231,"$5,801.42",149,$38.94,"23,801",$0.26,60,$15.82,89,$1.28,138,"$4,771.68",96,$49.71,"16,800",$0.33,39,$16.26,57,$1.02,
MARCAINE-EPINEPHRINE ,BUPIVACAINE HCL/EPINEPHRINE/PF ,12,$91.00,12,$7.58,230,$0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARGESIC ,BUTALB/ACETAMINOPHEN/CAFFEINE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,"$9,121.35",83,$109.90,"17,273",$0.53,61,$27.78,22,$0.77,201,"$17,134.60",76,$225.46,"17,467",$0.98,54,$70.35,22,$1.28,
MARGESIC H ,HYDROCODONE/ACETAMINOPHEN ,21,$304.10,14,$21.72,784,$0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARINOL ,DRONABINOL ,"2,062","$2,265,661.36",639,"$3,545.64","147,027",$15.31,126,$206.91,513,$4.84,"1,824","$2,152,826.47",562,"$3,830.65","134,440",$16.05,98,$173.06,464,$6.50,"1,687","$2,066,920.62",554,"$3,730.90","119,682",$17.37,122,$163.29,432,$5.04,"1,260","$1,829,527.20",446,"$4,102.08","97,000",$18.56,95,$175.18,351,$6.71,944,"$1,721,714.45",284,"$6,062.37","76,028",$23.21,56,$136.27,228,$10.77,
MARLISSA ,LEVONORGESTREL-ETHIN ESTRADIOL ,,,,,,,,,,,29,$828.57,14,$59.18,980,$0.85,,,,,"1,596","$46,696.38",398,$117.33,"58,320",$0.80,35,$71.88,363,$3.02,"3,060","$83,815.45",599,$139.93,"114,077",$0.73,55,$88.98,544,$4.84,"1,906","$42,291.77",368,$114.92,"72,883",$0.58,40,$85.73,328,$3.80,
MARNATAL-F ,PNV WITH CA NO.65/IRON POLY/FA ,16,$170.14,,,480,$0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARPLAN ,ISOCARBOXAZID ,828,"$399,325.23",139,"$2,872.84","140,219",$2.85,95,$664.86,44,$58.12,886,"$421,736.76",171,"$2,466.30","143,224",$2.94,117,$578.19,54,$42.00,927,"$437,054.18",155,"$2,819.70","144,951",$3.02,109,$588.81,46,$49.83,917,"$499,380.01",154,"$3,242.73","134,846",$3.70,101,$729.78,53,$56.25,928,"$580,821.26",144,"$4,033.48","147,763",$3.93,105,$840.24,39,$35.93,
MATERNITY ,PNV/FERROUS FUMARATE/FA/SE ,20,$144.70,,,720,$0.20,,,,,12,$76.16,,,420,$0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATULANE ,PROCARBAZINE HCL ,"1,173","$1,568,930.84",466,"$3,366.80","32,016",$49.00,321,$883.36,145,$35.51,870,"$1,147,994.74",368,"$3,119.55","22,619",$50.75,253,$743.22,115,$33.32,890,"$1,281,868.42",371,"$3,455.17","24,379",$52.58,270,$786.42,101,$38.79,"1,014","$1,509,451.71",401,"$3,764.22","27,627",$54.64,280,$801.12,121,$65.44,"1,058","$1,712,528.16",415,"$4,126.57","29,891",$57.29,294,$781.38,121,$46.70,
MATZIM LA ,DILTIAZEM HCL ,"29,044","$3,755,302.16","10,611",$353.91,"1,315,068",$2.87,"6,835",$117.86,"3,776",$6.66,"64,414","$8,501,384.58","15,317",$555.03,"3,013,695",$2.83,"10,153",$157.04,"5,164",$9.31,"80,321","$11,242,015.89","19,555",$574.89,"4,026,068",$2.80,"14,119",$151.55,"5,436",$11.07,"76,315","$10,801,534.58","20,593",$524.52,"3,994,587",$2.71,"15,434",$120.27,"5,159",$9.52,"60,316","$8,161,798.62","16,911",$482.63,"3,186,261",$2.57,"12,656",$107.69,"4,255",$8.59,-5%
MAVIK ,TRANDOLAPRIL ,"2,246","$148,681.57",498,$298.56,"111,259",$1.34,366,$206.30,132,$26.39,"1,670","$133,573.50",331,$403.55,"91,316",$1.46,239,$259.06,92,$23.01,"1,368","$129,576.51",281,$461.13,"81,669",$1.59,212,$261.91,69,$32.20,"1,138","$125,463.37",211,$594.61,"70,545",$1.78,166,$306.05,45,$29.17,740,"$86,469.11",174,$496.95,"46,255",$1.87,137,$219.78,37,$24.25,
MAXAIR AUTOHALER ,PIRBUTEROL ACETATE ,"25,601","$3,789,829.85","11,021",$343.87,"413,783",$9.16,"6,428",$131.15,"4,593",$12.21,"11,386","$1,888,720.20","5,320",$355.02,"193,333",$9.77,"3,702",$117.84,"1,618",$11.00,"12,925","$6,121,762.88","5,738","$1,066.88","223,799",$27.35,"4,322",$168.28,"1,416",$13.62,691,"$463,308.85",556,$833.29,"10,430",$44.42,347,$122.62,209,$11.35,,,,,,,,,,,
MAXALT ,RIZATRIPTAN BENZOATE ,"110,685","$33,627,625.63","31,082","$1,081.90","1,263,824",$26.61,"10,200",$178.20,"20,882",$14.39,"122,872","$45,587,193.92","33,348","$1,367.01","1,487,063",$30.66,"11,634",$193.56,"21,714",$14.94,"20,270","$8,723,005.04","8,401","$1,038.33","278,043",$31.37,"2,764",$150.54,"5,637",$9.38,"6,411","$3,427,043.16","1,696","$2,020.66","99,925",$34.30,706,$217.11,990,$10.82,"4,855","$2,804,314.30","1,008","$2,782.06","82,823",$33.87,470,$256.24,538,$12.92,-1%
MAXALT MLT ,RIZATRIPTAN BENZOATE ,"86,840","$24,839,755.44","26,519",$936.68,"943,641",$26.32,"9,889",$153.88,"16,630",$13.34,"96,056","$33,153,515.79","27,906","$1,188.04","1,084,322",$30.58,"11,018",$174.16,"16,888",$13.93,"20,533","$7,858,135.47","8,570",$916.94,"245,999",$31.94,"3,575",$134.76,"4,995",$9.41,"6,450","$3,029,174.59","1,932","$1,567.90","88,672",$34.16,926,$195.06,"1,006",$10.36,"5,132","$2,569,301.25","1,244","$2,065.35","76,232",$33.71,684,$228.12,560,$13.62,-1%
MAXARON FORTE ,"IRON BG,PS/VITC/B12/FA/CALCIUM ",75,"$2,833.08",20,$141.65,"3,300",$0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAXARON FORTE ,"IRON GLY,FUM/C/B12/ME-THFOLATE ",,,,,,,,,,,77,"$3,202.29",17,$188.37,"3,570",$0.90,17,,0,,209,"$9,323.20",60,$155.39,"10,257",$0.91,,,,,,,,,,,,,,,,,,,,,,,,,
MAXI-COMFORT ,"SYRING W-NDL,DISP,INSUL,0.5 ML ",,,,,,,,,,,23,$597.93,14,$42.71,"2,230",$0.27,,,,,51,"$1,237.21",22,$56.24,"4,550",$0.27,,,,,52,"$1,425.44",17,$83.85,"5,190",$0.27,,,,,73,"$2,097.95",31,$67.68,"8,110",$0.26,12,$25.22,19,$7.35,
MAXI-COMFORT ,"SYRINGE AND NEEDLE,INSULIN,1ML ",,,,,,,,,,,34,$655.70,13,$50.44,"2,710",$0.24,,,,,50,"$1,323.17",19,$69.64,"5,470",$0.24,,,,,91,"$2,136.02",34,$62.82,"8,760",$0.24,14,$29.45,20,$9.91,217,"$4,617.52",89,$51.88,"18,884",$0.24,40,$13.74,49,$9.43,
MAXIDEX ,DEXAMETHASONE ,"1,427","$72,963.71",778,$93.78,"7,685",$9.49,491,$61.54,287,$7.01,"1,343","$81,767.66",717,$114.04,"7,855",$10.41,495,$72.43,222,$8.63,"1,086","$72,808.74",596,$122.16,"6,200",$11.74,403,$72.72,193,$7.84,"1,145","$83,514.66",721,$115.83,"6,690",$12.48,499,$64.59,222,$5.00,"1,106","$85,323.24",712,$119.84,"6,360",$13.42,482,$62.37,230,$5.95,
MAXIDONE ,HYDROCODONE/ACETAMINOPHEN ,,,,,,,,,,,24,"$3,155.33",11,$286.85,"1,938",$1.63,,,,,14,"$2,571.19",,,"1,310",$1.96,,,,,,,,,,,,,,,,,,,,,,,,,
MAXIPIME ,CEFEPIME HCL ,94,"$18,986.77",68,$279.22,"4,373",$8.90,17,$103.84,51,$1.22,14,"$4,426.49",11,$402.41,"3,587",$17.39,,,,,625,"$55,809.55",304,$183.58,"29,954",$2.74,141,$81.98,163,$5.20,766,"$59,655.60",341,$174.94,"51,242",$1.79,133,$96.88,208,$4.02,706,"$50,873.43",337,$150.96,"64,698",$1.70,134,$85.62,203,$2.13,
MAXITROL ,NEO/POLYMYX B SULF/DEXAMETH ,308,"$22,357.29",232,$96.37,"1,303",$17.72,112,$52.49,120,$3.74,363,"$31,468.58",273,$115.27,"1,514",$21.40,158,$63.45,115,$3.52,408,"$38,259.46",307,$124.62,"1,701",$23.48,183,$55.40,124,$3.14,380,"$40,346.91",294,$137.23,"1,619",$25.85,204,$51.01,90,$3.96,309,"$40,260.58",255,$157.88,"1,241",$34.23,192,$47.15,63,$4.82,
MAXZIDE ,TRIAMTERENE/HYDROCHLOROTHIAZID ,"3,888","$345,207.84","1,086",$317.87,"160,669",$2.15,833,$201.36,253,$20.52,"3,085","$373,441.41",712,$524.50,"141,575",$2.64,571,$288.33,141,$23.65,"3,054","$423,349.75",709,$597.11,"140,813",$3.01,593,$283.64,116,$22.28,"2,739","$438,348.21",600,$730.58,"130,889",$3.35,504,$328.05,96,$26.45,"2,132","$350,833.95",468,$749.65,"102,315",$3.43,401,$303.96,67,$32.68,
MAXZIDE-25 MG ,TRIAMTERENE/HYDROCHLOROTHIAZID ,"8,698","$346,401.92","2,922",$118.55,"362,569",$0.96,"2,295",$95.16,627,$10.49,"6,323","$337,325.29","1,518",$222.22,"288,034",$1.17,"1,269",$164.26,249,$20.91,"3,681","$215,433.86","1,163",$185.24,"157,836",$1.36,"1,000",$126.46,163,$15.53,"3,713","$270,998.64",891,$304.15,"180,089",$1.50,760,$196.79,131,$17.54,"3,186","$247,606.22",807,$306.82,"160,547",$1.54,697,$175.29,110,$18.32,
M-CLEAR WC ,GUAIFENESIN/CODEINE PHOSPHATE ,57,$609.44,48,$12.70,"12,120",$0.05,48,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEBARAL ,MEPHOBARBITAL ,355,"$45,982.91",59,$779.37,"39,500",$1.20,,,,,40,"$2,866.92",20,$143.35,"2,419",$1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEBENDAZOLE ,MEBENDAZOLE ,"14,178","$340,496.18","11,197",$30.41,"71,673",$4.75,"4,761",$9.22,"6,436",$1.65,"8,346","$192,438.76","6,697",$28.74,"36,904",$5.21,"3,069",$9.35,"3,628",$1.67,"1,078","$19,864.90",954,$20.82,"3,767",$5.27,549,$9.25,405,$1.70,26,$514.64,25,$20.59,108,$4.77,11,$9.28,14,$7.22,,,,,,,,,,,
MECLIZINE HCL ,MECLIZINE HCL ,"2,058,182","$39,302,544.71","855,868",$45.92,"121,678,181",$0.32,"465,247",$13.21,"390,621",$3.61,"2,178,017","$41,246,972.31","918,009",$44.93,"128,806,326",$0.32,"512,101",$13.04,"405,908",$3.24,"2,396,109","$43,146,313.20","1,019,415",$42.32,"142,027,770",$0.30,"596,192",$13.32,"423,223",$3.34,"2,494,431","$41,969,724.73","1,070,112",$39.22,"147,141,372",$0.29,"632,024",$11.64,"438,088",$2.58,"2,611,469","$38,126,303.40","1,129,216",$33.76,"152,157,393",$0.25,"671,446",$11.65,"457,770",$2.63,-12%
MECLOFENAMATE SODIUM ,MECLOFENAMATE SODIUM ,"4,921","$787,840.06","1,617",$487.22,"419,509",$1.89,"1,148",$40.02,469,$6.70,"4,236","$1,146,642.65","1,366",$839.42,"371,360",$3.11,925,$86.94,441,$5.87,"3,637","$1,197,622.04","1,146","$1,045.05","329,061",$3.65,764,$113.29,382,$6.43,"2,637","$981,503.91",903,"$1,086.94","242,662",$4.05,635,$120.32,268,$6.31,"1,775","$804,339.51",608,"$1,322.93","173,683",$4.62,412,$136.70,196,$10.85,
MEDROL ,METHYLPREDNISOLONE ,"13,457","$522,087.21","10,096",$51.71,"449,352",$1.35,"6,621",$34.14,"3,475",$3.73,"5,351","$248,523.56","2,729",$91.07,"252,799",$1.18,"1,778",$54.53,951,$5.49,"4,584","$216,066.76","2,297",$94.06,"214,449",$1.15,"1,647",$55.74,650,$6.01,"4,762","$251,157.95","2,234",$112.43,"228,698",$1.20,"1,655",$62.83,579,$6.26,"4,336","$268,582.26","1,827",$147.01,"230,845",$1.24,"1,342",$72.72,485,$6.87,14%
MEDROXYPROGESTERONE ACETATE ,MEDROXYPROGESTERONE ACETATE ,"378,220","$7,106,574.38","107,033",$66.40,"12,989,988",$9.78,"42,617",$26.90,"64,416",$3.57,"405,824","$7,358,753.26","114,679",$64.17,"14,203,290",$10.00,"46,950",$26.43,"67,729",$3.09,"445,913","$8,092,516.67","124,166",$65.17,"15,807,544",$10.46,"53,100",$24.27,"71,066",$3.39,"463,674","$9,054,482.15","127,511",$71.01,"16,563,322",$11.79,"55,100",$24.69,"72,411",$3.08,"468,116","$10,415,083.93","128,048",$81.34,"16,858,085",$14.30,"55,053",$24.99,"72,995",$3.35,4%
MEFENAMIC ACID ,MEFENAMIC ACID ,404,"$208,088.56",239,$870.66,"17,867",$11.65,59,$92.96,180,$2.14,678,"$311,282.46",383,$812.75,"28,888",$10.78,120,$70.91,263,$3.22,754,"$295,660.71",398,$742.87,"34,518",$8.57,129,$73.54,269,$3.46,775,"$361,789.89",427,$847.28,"54,953",$6.58,159,$71.10,268,$1.65,557,"$247,459.53",281,$880.64,"36,942",$6.70,100,$68.78,181,$3.86,
MEFLOQUINE HCL ,MEFLOQUINE HCL ,"11,832","$741,933.70","10,184",$72.85,"105,609",$7.03,"7,315",$19.51,"2,869",$1.73,"12,411","$741,470.16","10,677",$69.45,"111,879",$6.63,"7,786",$19.63,"2,891",$1.56,"13,712","$790,473.18","11,725",$67.42,"136,549",$5.79,"8,716",$22.85,"3,009",$1.62,"13,097","$750,049.03","11,297",$66.39,"119,031",$6.30,"8,302",$24.50,"2,995",$1.66,"13,166","$686,978.65","11,373",$60.40,"120,013",$5.72,"8,160",$25.53,"3,213",$1.67,-9%
MEGACE ,MEGESTROL ACETATE ,291,"$56,546.47",206,$274.50,"110,734",$0.51,76,$82.32,130,$3.47,257,"$55,223.92",185,$298.51,"110,105",$0.50,61,$84.29,124,$4.14,288,"$50,394.30",180,$279.97,"103,157",$0.49,71,$81.22,109,$3.43,230,"$34,394.87",137,$251.06,"73,365",$0.47,54,$48.87,83,$3.52,207,"$32,779.17",108,$303.51,"66,013",$0.50,34,$74.84,74,$4.41,
MEGACE ES ,MEGESTROL ACETATE ,"87,547","$55,227,530.24","42,730","$1,292.48","13,476,223",$4.10,"12,471",$155.20,"30,259",$7.41,"86,198","$55,650,318.00","41,384","$1,344.73","13,362,433",$4.16,"12,283",$154.82,"29,101",$6.82,"67,007","$47,857,612.63","31,711","$1,509.18","10,456,396",$4.58,"10,942",$131.01,"20,769",$7.01,"44,951","$36,369,192.77","21,134","$1,720.89","7,060,883",$5.15,"7,440",$134.35,"13,694",$6.55,"18,848","$16,544,656.29","9,731","$1,700.20","2,944,777",$5.62,"3,264",$180.50,"6,467",$6.91,9%
MEGESTROL ACETATE ,MEGESTROL ACETATE ,"997,714","$48,119,585.84","344,000",$139.88,"247,505,350",$0.25,"143,270",$33.43,"200,730",$3.39,"1,013,003","$43,178,757.68","353,571",$122.12,"254,153,293",$0.22,"153,220",$30.93,"200,351",$2.97,"929,251","$37,637,284.29","324,697",$115.92,"232,638,306",$0.21,"147,907",$27.71,"176,790",$2.98,"760,823","$25,066,874.09","263,617",$95.09,"189,393,301",$0.17,"119,612",$30.28,"144,005",$2.96,"612,356","$21,589,931.96","209,053",$103.27,"149,395,854",$0.20,"95,891",$31.74,"113,162",$3.11,-8%
MEKINIST ,TRAMETINIB DIMETHYL SULFOXIDE ,,,,,,,,,,,,,,,,,,,,,358,"$3,098,374.79",144,"$21,516.49","13,405",$267.67,90,"$1,204.02",54,$18.59,"3,079","$28,262,607.95",844,"$33,486.50","118,297",$282.70,639,"$1,963.68",205,$37.26,"4,806","$46,245,496.15","1,162","$39,798.19","183,195",$298.07,891,"$2,356.45",271,$57.12,
MELOXICAM ,MELOXICAM ,"5,718,281","$48,408,342.96","1,665,501",$29.07,"241,714,424",$0.20,"944,685",$16.62,"720,816",$4.77,"6,563,829","$58,042,986.42","1,916,198",$30.29,"291,541,714",$0.20,"1,117,519",$14.76,"798,679",$4.50,"7,697,144","$65,723,606.11","2,255,883",$29.13,"342,469,251",$0.19,"1,391,573",$13.67,"864,310",$4.55,"8,476,222","$60,740,355.98","2,527,626",$24.03,"384,366,929",$0.16,"1,584,339",$12.13,"943,287",$4.12,"9,233,376","$55,031,981.30","2,756,039",$19.97,"426,322,425",$0.13,"1,746,053",$10.62,"1,009,986",$3.82,-19%
MELQUIN HP ,HYDROQUINONE ,16,$514.07,15,$34.27,486,$1.06,15,,0,,48,"$1,448.46",32,$45.26,"1,453",$1.00,,,,,54,"$1,925.60",41,$46.97,"1,592",$1.21,,,,,,,,,,,,,,,,,,,,,,,,,
MELQUIN-3 ,HYDROQUINONE ,,,,,,,,,,,,,,,,,,,,,12,$223.55,,,355,$0.63,,,,,,,,,,,,,,,,,,,,,,,,,
MEMANTINE HCL ,MEMANTINE HCL ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,201,470","$106,743,880.88","342,392",$311.76,"72,823,900",$1.47,"198,238",$75.01,"144,154",$3.03,
MENACTRA ,"MENING VAC A,C,Y,W-135 DIP/PF ",520,"$69,589.91",515,$135.13,380,$183.16,318,$49.08,197,$3.73,690,"$92,332.95",674,$136.99,456,$202.88,347,$42.70,327,$3.94,"1,017","$145,644.79",970,$150.15,609,$239.35,476,$51.28,494,$2.75,"1,738","$235,612.63","1,625",$144.99,"1,214",$194.16,935,$38.95,690,$2.59,"2,714","$366,846.43","2,572",$142.63,"1,954",$187.79,"1,523",$33.38,"1,049",$2.92,-3%
M-END WC ,BROMPHENIRA/PSEUDOEPHED/CODEIN ,59,"$1,213.80",46,$26.39,"13,468",$0.09,46,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MENEST ,"ESTROGENS,ESTERIFIED ","31,106","$1,267,561.89","6,298",$201.26,"1,403,413",$0.92,"4,568",$155.06,"1,730",$13.12,"29,671","$1,427,063.39","6,224",$229.28,"1,358,701",$1.07,"4,646",$162.79,"1,578",$11.01,"32,304","$1,751,196.83","6,783",$258.17,"1,505,941",$1.18,"5,239",$180.87,"1,544",$12.22,"37,638","$2,380,781.64","7,555",$315.13,"1,783,268",$1.35,"6,014",$224.33,"1,541",$10.87,"33,792","$2,505,159.94","6,930",$361.49,"1,618,721",$1.57,"5,487",$231.44,"1,443",$13.50,15%
MENOMUNE-A-C-Y-W-135 ,"MENINGOCOC VAC A,C,Y,W-135/PF ",802,"$93,723.40",792,$118.34,902,$103.96,658,$31.11,134,$3.77,"1,401","$172,749.31","1,376",$125.54,"1,420",$121.65,949,$28.74,427,$2.70,"1,468","$192,908.88","1,375",$140.30,"1,454",$132.72,972,$42.36,403,$3.50,"2,516","$337,189.06","2,411",$139.85,"2,497",$135.06,"1,688",$30.96,723,$3.63,"1,579","$213,936.67","1,554",$137.67,"1,562",$136.96,"1,084",$34.32,470,$3.92,1%
MENOMUNE-A-C-Y-W-135 ,"MENINGOCOCCAL VAC A,C,Y,W-135 ",25,"$5,009.18",25,$200.37,25,$200.37,,,,,18,"$3,267.05",18,$181.50,18,$181.50,,,,,18,"$6,210.28",17,$365.31,16,$388.14,,,,,11,"$4,665.37",11,$424.12,11,$424.12,,,,,12,"$3,956.64",12,$329.72,11,$359.69,,,,,
