Notes,Year,Year Code,State,State Code,Gender,Gender Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate,Crude Rate Standard Error,% of Total Deaths
Total,2007,2007,Mississippi,28,Female,F,,,35,1507071,2.3,0.4,0
,2007,2007,Mississippi,28,Male,M,25-34 years,25-34,16,185408,Unreliable,2.2,0
,2007,2007,Mississippi,28,Male,M,35-44 years,35-44,21,190171,11.0,2.4,0
,2007,2007,Mississippi,28,Male,M,45-54 years,45-54,23,200419,11.5,2.4,0
Total,2007,2007,Mississippi,28,Male,M,,,76,1421279,5.3,0.6,0
Total,2007,2007,Mississippi,28,,,,,111,2928350,3.8,0.4,0
,2007,2007,Missouri,29,Female,F,15-24 years,15-24,13,414173,Unreliable,0.9,0
,2007,2007,Missouri,29,Female,F,25-34 years,25-34,22,374716,5.9,1.3,0
,2007,2007,Missouri,29,Female,F,35-44 years,35-44,44,400508,11.0,1.7,0
,2007,2007,Missouri,29,Female,F,45-54 years,45-54,64,442864,14.5,1.8,0
,2007,2007,Missouri,29,Female,F,55-64 years,55-64,14,344200,Unreliable,1.1,0
Total,2007,2007,Missouri,29,Female,F,,,159,3007493,5.3,0.4,0
,2007,2007,Missouri,29,Male,M,15-24 years,15-24,48,428734,11.2,1.6,0
,2007,2007,Missouri,29,Male,M,25-34 years,25-34,55,371113,14.8,2,0
,2007,2007,Missouri,29,Male,M,35-44 years,35-44,78,395972,19.7,2.2,0
,2007,2007,Missouri,29,Male,M,45-54 years,45-54,70,428790,16.3,2,0
,2007,2007,Missouri,29,Male,M,55-64 years,55-64,35,318333,11.0,1.9,0
Total,2007,2007,Missouri,29,Male,M,,,290,2880119,10.1,0.6,0.001
Total,2007,2007,Missouri,29,,,,,449,5887612,7.6,0.4,0.001
,2007,2007,Montana,30,Female,F,45-54 years,45-54,11,77521,Unreliable,4.3,0
Total,2007,2007,Montana,30,Female,F,,,26,480939,5.4,1.1,0
,2007,2007,Montana,30,Male,M,45-54 years,45-54,15,76219,Unreliable,5.1,0
Total,2007,2007,Montana,30,Male,M,,,38,483767,7.9,1.3,0
Total,2007,2007,Montana,30,,,,,64,964706,6.6,0.8,0
Total,2007,2007,Nebraska,31,Female,F,,,22,900106,2.4,0.5,0
Total,2007,2007,Nebraska,31,Male,M,,,18,883334,Unreliable,0.5,0
Total,2007,2007,Nebraska,31,,,,,40,1783440,2.2,0.4,0
,2007,2007,Nevada,32,Female,F,15-24 years,15-24,15,168155,Unreliable,2.3,0
,2007,2007,Nevada,32,Female,F,25-34 years,25-34,25,184608,13.5,2.7,0
,2007,2007,Nevada,32,Female,F,35-44 years,35-44,41,186014,22.0,3.4,0
,2007,2007,Nevada,32,Female,F,45-54 years,45-54,55,178442,30.8,4.2,0
,2007,2007,Nevada,32,Female,F,55-64 years,55-64,24,147795,16.2,3.3,0
Total,2007,2007,Nevada,32,Female,F,,,170,1284052,13.2,1,0
,2007,2007,Nevada,32,Male,M,15-24 years,15-24,31,179769,17.2,3.1,0
,2007,2007,Nevada,32,Male,M,25-34 years,25-34,60,194358,30.9,4,0
,2007,2007,Nevada,32,Male,M,35-44 years,35-44,56,200257,28.0,3.7,0
,2007,2007,Nevada,32,Male,M,45-54 years,45-54,60,182937,32.8,4.2,0
,2007,2007,Nevada,32,Male,M,55-64 years,55-64,23,144262,15.9,3.3,0
Total,2007,2007,Nevada,32,Male,M,,,238,1317020,18.1,1.2,0.001
Total,2007,2007,Nevada,32,,,,,408,2601072,15.7,0.8,0.001
,2007,2007,New Hampshire,33,Female,F,35-44 years,35-44,15,100412,Unreliable,3.9,0
,2007,2007,New Hampshire,33,Female,F,45-54 years,45-54,20,110833,18.0,4,0
Total,2007,2007,New Hampshire,33,Female,F,,,54,664987,8.1,1.1,0
,2007,2007,New Hampshire,33,Male,M,15-24 years,15-24,22,92202,23.9,5.1,0
,2007,2007,New Hampshire,33,Male,M,25-34 years,25-34,24,71455,33.6,6.9,0
,2007,2007,New Hampshire,33,Male,M,35-44 years,35-44,24,98526,24.4,5,0
,2007,2007,New Hampshire,33,Male,M,45-54 years,45-54,20,109575,18.3,4.1,0
Total,2007,2007,New Hampshire,33,Male,M,,,100,647553,15.4,1.5,0
Total,2007,2007,New Hampshire,33,,,,,154,1312540,11.7,0.9,0
,2007,2007,New Jersey,34,Female,F,15-24 years,15-24,12,542395,Unreliable,0.6,0
,2007,2007,New Jersey,34,Female,F,25-34 years,25-34,12,544522,Unreliable,0.6,0
,2007,2007,New Jersey,34,Female,F,35-44 years,35-44,37,675595,5.5,0.9,0
,2007,2007,New Jersey,34,Female,F,45-54 years,45-54,37,682614,5.4,0.9,0
,2007,2007,New Jersey,34,Female,F,55-64 years,55-64,11,506648,Unreliable,0.7,0
Total,2007,2007,New Jersey,34,Female,F,,,110,4455148,2.5,0.2,0
,2007,2007,New Jersey,34,Male,M,15-24 years,15-24,28,578378,4.8,0.9,0
,2007,2007,New Jersey,34,Male,M,25-34 years,25-34,67,544085,12.3,1.5,0
,2007,2007,New Jersey,34,Male,M,35-44 years,35-44,112,649336,17.2,1.6,0
,2007,2007,New Jersey,34,Male,M,45-54 years,45-54,65,650912,10.0,1.2,0
,2007,2007,New Jersey,34,Male,M,55-64 years,55-64,18,459093,Unreliable,0.9,0
Total,2007,2007,New Jersey,34,Male,M,,,296,4222737,7.0,0.4,0.001
Total,2007,2007,New Jersey,34,,,,,406,8677885,4.7,0.2,0.001
,2007,2007,New Mexico,35,Female,F,25-34 years,25-34,21,125096,16.8,3.7,0
,2007,2007,New Mexico,35,Female,F,35-44 years,35-44,17,130110,Unreliable,3.2,0
,2007,2007,New Mexico,35,Female,F,45-54 years,45-54,30,147413,20.4,3.7,0
,2007,2007,New Mexico,35,Female,F,55-64 years,55-64,10,119249,Unreliable,2.7,0
Total,2007,2007,New Mexico,35,Female,F,,,88,1007922,8.7,0.9,0
,2007,2007,New Mexico,35,Male,M,15-24 years,15-24,27,151272,17.8,3.4,0
,2007,2007,New Mexico,35,Male,M,25-34 years,25-34,46,127644,36.0,5.3,0
,2007,2007,New Mexico,35,Male,M,35-44 years,35-44,53,126974,41.7,5.7,0
,2007,2007,New Mexico,35,Male,M,45-54 years,45-54,72,140509,51.2,6,0
,2007,2007,New Mexico,35,Male,M,55-64 years,55-64,22,111662,19.7,4.2,0
Total,2007,2007,New Mexico,35,Male,M,,,227,982148,23.1,1.5,0.001
Total,2007,2007,New Mexico,35,,,,,315,1990070,15.8,0.9,0.001
,2007,2007,New York,36,Female,F,15-24 years,15-24,11,1341261,Unreliable,0.2,0
,2007,2007,New York,36,Female,F,25-34 years,25-34,48,1303319,3.7,0.5,0
,2007,2007,New York,36,Female,F,35-44 years,35-44,98,1424500,6.9,0.7,0
,2007,2007,New York,36,Female,F,45-54 years,45-54,161,1448479,11.1,0.9,0
,2007,2007,New York,36,Female,F,55-64 years,55-64,55,1128689,4.9,0.7,0
Total,2007,2007,New York,36,Female,F,,,388,9881510,3.9,0.2,0.001
,2007,2007,New York,36,Male,M,15-24 years,15-24,83,1390668,6.0,0.7,0
,2007,2007,New York,36,Male,M,25-34 years,25-34,195,1261695,15.5,1.1,0.001
,2007,2007,New York,36,Male,M,35-44 years,35-44,245,1367930,17.9,1.1,0.001
,2007,2007,New York,36,Male,M,45-54 years,45-54,289,1365318,21.2,1.2,0.001
,2007,2007,New York,36,Male,M,55-64 years,55-64,119,1005180,11.8,1.1,0
,2007,2007,New York,36,Male,M,65-74 years,65-74,10,566634,Unreliable,0.6,0
Total,2007,2007,New York,36,Male,M,,,943,9250825,10.2,0.3,0.003
Total,2007,2007,New York,36,,,,,1331,19132335,7.0,0.2,0.004
,2007,2007,North Carolina,37,Female,F,15-24 years,15-24,27,619341,4.4,0.8,0
,2007,2007,North Carolina,37,Female,F,25-34 years,25-34,48,610465,7.9,1.1,0
,2007,2007,North Carolina,37,Female,F,35-44 years,35-44,87,680212,12.8,1.4,0
,2007,2007,North Carolina,37,Female,F,45-54 years,45-54,120,672645,17.8,1.6,0
,2007,2007,North Carolina,37,Female,F,55-64 years,55-64,32,540771,5.9,1,0
Total,2007,2007,North Carolina,37,Female,F,,,327,4677313,7.0,0.4,0.001
,2007,2007,North Carolina,37,Male,M,15-24 years,15-24,78,649620,12.0,1.4,0
,2007,2007,North Carolina,37,Male,M,25-34 years,25-34,125,591185,21.1,1.9,0
,2007,2007,North Carolina,37,Male,M,35-44 years,35-44,161,662610,24.3,1.9,0
,2007,2007,North Carolina,37,Male,M,45-54 years,45-54,140,635454,22.0,1.9,0
,2007,2007,North Carolina,37,Male,M,55-64 years,55-64,35,492505,7.1,1.2,0
Total,2007,2007,North Carolina,37,Male,M,,,546,4440724,12.3,0.5,0.002
Total,2007,2007,North Carolina,37,,,,,873,9118037,9.6,0.3,0.002
Total,2007,2007,North Dakota,38,Male,M,,,11,328756,Unreliable,1,0
Total,2007,2007,North Dakota,38,,,,,17,652822,Unreliable,0.6,0
,2007,2007,Ohio,39,Female,F,15-24 years,15-24,17,783204,Unreliable,0.5,0
,2007,2007,Ohio,39,Female,F,25-34 years,25-34,36,711417,5.1,0.8,0
,2007,2007,Ohio,39,Female,F,35-44 years,35-44,74,799182,9.3,1.1,0
,2007,2007,Ohio,39,Female,F,45-54 years,45-54,121,890446,13.6,1.2,0
,2007,2007,Ohio,39,Female,F,55-64 years,55-64,36,681966,5.3,0.9,0
Total,2007,2007,Ohio,39,Female,F,,,290,5890965,4.9,0.3,0.001
,2007,2007,Ohio,39,Male,M,15-24 years,15-24,66,810318,8.1,1,0
,2007,2007,Ohio,39,Male,M,25-34 years,25-34,127,703012,18.1,1.6,0
,2007,2007,Ohio,39,Male,M,35-44 years,35-44,147,786594,18.7,1.5,0
,2007,2007,Ohio,39,Male,M,45-54 years,45-54,188,857326,21.9,1.6,0.001
,2007,2007,Ohio,39,Male,M,55-64 years,55-64,48,637727,7.5,1.1,0
Total,2007,2007,Ohio,39,Male,M,,,587,5609503,10.5,0.4,0.002
Total,2007,2007,Ohio,39,,,,,877,11500468,7.6,0.3,0.002
,2007,2007,Oklahoma,40,Female,F,15-24 years,15-24,11,260081,Unreliable,1.3,0
,2007,2007,Oklahoma,40,Female,F,25-34 years,25-34,46,232847,19.8,2.9,0
,2007,2007,Oklahoma,40,Female,F,35-44 years,35-44,59,234567,25.2,3.3,0
,2007,2007,Oklahoma,40,Female,F,45-54 years,45-54,79,261901,30.2,3.4,0
,2007,2007,Oklahoma,40,Female,F,55-64 years,55-64,30,209382,14.3,2.6,0
Total,2007,2007,Oklahoma,40,Female,F,,,232,1837175,12.6,0.8,0.001
,2007,2007,Oklahoma,40,Male,M,15-24 years,15-24,54,277296,19.5,2.7,0
,2007,2007,Oklahoma,40,Male,M,25-34 years,25-34,64,241511,26.5,3.3,0
,2007,2007,Oklahoma,40,Male,M,35-44 years,35-44,82,236698,34.6,3.8,0
,2007,2007,Oklahoma,40,Male,M,45-54 years,45-54,74,255732,28.9,3.4,0
,2007,2007,Oklahoma,40,Male,M,55-64 years,55-64,25,196092,12.7,2.5,0
Total,2007,2007,Oklahoma,40,Male,M,,,302,1797174,16.8,1,0.001
Total,2007,2007,Oklahoma,40,,,,,534,3634349,14.7,0.6,0.002
,2007,2007,Oregon,41,Female,F,25-34 years,25-34,23,246037,9.3,1.9,0
,2007,2007,Oregon,41,Female,F,35-44 years,35-44,32,249049,12.8,2.3,0
,2007,2007,Oregon,41,Female,F,45-54 years,45-54,56,280497,20.0,2.7,0
,2007,2007,Oregon,41,Female,F,55-64 years,55-64,21,233839,9.0,2,0
Total,2007,2007,Oregon,41,Female,F,,,144,1879347,7.7,0.6,0
,2007,2007,Oregon,41,Male,M,15-24 years,15-24,22,260189,8.5,1.8,0
,2007,2007,Oregon,41,Male,M,25-34 years,25-34,49,253498,19.3,2.8,0
,2007,2007,Oregon,41,Male,M,35-44 years,35-44,53,256122,20.7,2.8,0
,2007,2007,Oregon,41,Male,M,45-54 years,45-54,81,271131,29.9,3.3,0
,2007,2007,Oregon,41,Male,M,55-64 years,55-64,28,224095,12.5,2.4,0
Total,2007,2007,Oregon,41,Male,M,,,237,1843070,12.9,0.8,0.001
Total,2007,2007,Oregon,41,,,,,381,3722417,10.2,0.5,0.001
,2007,2007,Pennsylvania,42,Female,F,15-24 years,15-24,22,862722,2.6,0.5,0
,2007,2007,Pennsylvania,42,Female,F,25-34 years,25-34,26,732396,3.5,0.7,0
,2007,2007,Pennsylvania,42,Female,F,35-44 years,35-44,25,874155,2.9,0.6,0
,2007,2007,Pennsylvania,42,Female,F,45-54 years,45-54,59,980262,6.0,0.8,0
,2007,2007,Pennsylvania,42,Female,F,55-64 years,55-64,16,762829,Unreliable,0.5,0
Total,2007,2007,Pennsylvania,42,Female,F,,,153,6452087,2.4,0.2,0
,2007,2007,Pennsylvania,42,Male,M,15-24 years,15-24,57,895831,6.4,0.8,0
,2007,2007,Pennsylvania,42,Male,M,25-34 years,25-34,104,732382,14.2,1.4,0
,2007,2007,Pennsylvania,42,Male,M,35-44 years,35-44,114,858379,13.3,1.2,0
,2007,2007,Pennsylvania,42,Male,M,45-54 years,45-54,119,949652,12.5,1.1,0
,2007,2007,Pennsylvania,42,Male,M,55-64 years,55-64,37,714841,5.2,0.9,0
Total,2007,2007,Pennsylvania,42,Male,M,,,438,6111850,7.2,0.3,0.001
Total,2007,2007,Pennsylvania,42,,,,,591,12563937,4.7,0.2,0.002
Total,2007,2007,Rhode Island,44,Female,F,,,26,546859,4.8,0.9,0
,2007,2007,Rhode Island,44,Male,M,25-34 years,25-34,11,63038,Unreliable,5.3,0
,2007,2007,Rhode Island,44,Male,M,35-44 years,35-44,19,73668,Unreliable,5.9,0
,2007,2007,Rhode Island,44,Male,M,45-54 years,45-54,31,77972,39.8,7.1,0
Total,2007,2007,Rhode Island,44,Male,M,,,73,510456,14.3,1.7,0
Total,2007,2007,Rhode Island,44,,,,,99,1057315,9.4,0.9,0
,2007,2007,South Carolina,45,Female,F,25-34 years,25-34,13,287870,Unreliable,1.3,0
,2007,2007,South Carolina,45,Female,F,35-44 years,35-44,27,313455,8.6,1.7,0
,2007,2007,South Carolina,45,Female,F,45-54 years,45-54,45,330172,13.6,2,0
,2007,2007,South Carolina,45,Female,F,55-64 years,55-64,19,278390,Unreliable,1.6,0
Total,2007,2007,South Carolina,45,Female,F,,,112,2280792,4.9,0.5,0
,2007,2007,South Carolina,45,Male,M,15-24 years,15-24,18,329744,Unreliable,1.3,0
,2007,2007,South Carolina,45,Male,M,25-34 years,25-34,28,282643,9.9,1.9,0
,2007,2007,South Carolina,45,Male,M,35-44 years,35-44,40,302943,13.2,2.1,0
,2007,2007,South Carolina,45,Male,M,45-54 years,45-54,49,307169,16.0,2.3,0
,2007,2007,South Carolina,45,Male,M,55-64 years,55-64,17,252549,Unreliable,1.6,0
Total,2007,2007,South Carolina,45,Male,M,,,153,2163318,7.1,0.6,0
Total,2007,2007,South Carolina,45,,,,,265,4444110,6.0,0.4,0.001
Total,2007,2007,South Dakota,46,Female,F,,,12,396650,Unreliable,0.9,0
Total,2007,2007,South Dakota,46,Male,M,,,10,394973,Unreliable,0.8,0
Total,2007,2007,South Dakota,46,,,,,22,791623,2.8,0.6,0
,2007,2007,Tennessee,47,Female,F,15-24 years,15-24,18,416401,Unreliable,1,0
,2007,2007,Tennessee,47,Female,F,25-34 years,25-34,47,409974,11.5,1.7,0
,2007,2007,Tennessee,47,Female,F,35-44 years,35-44,62,445295,13.9,1.8,0
,2007,2007,Tennessee,47,Female,F,45-54 years,45-54,75,462533,16.2,1.9,0
,2007,2007,Tennessee,47,Female,F,55-64 years,55-64,30,372675,8.0,1.5,0
Total,2007,2007,Tennessee,47,Female,F,,,239,3162280,7.6,0.5,0.001
,2007,2007,Tennessee,47,Male,M,15-24 years,15-24,43,430230,10.0,1.5,0
,2007,2007,Tennessee,47,Male,M,25-34 years,25-34,81,405070,20.0,2.2,0
,2007,2007,Tennessee,47,Male,M,35-44 years,35-44,104,436753,23.8,2.3,0
,2007,2007,Tennessee,47,Male,M,45-54 years,45-54,109,436609,25.0,2.4,0
,2007,2007,Tennessee,47,Male,M,55-64 years,55-64,39,347067,11.2,1.8,0
Total,2007,2007,Tennessee,47,Male,M,,,383,3013447,12.7,0.6,0.001
Total,2007,2007,Tennessee,47,,,,,622,6175727,10.1,0.4,0.002
,2007,2007,Texas,48,Female,F,15-24 years,15-24,46,1733002,2.7,0.4,0
,2007,2007,Texas,48,Female,F,25-34 years,25-34,75,1702611,4.4,0.5,0
,2007,2007,Texas,48,Female,F,35-44 years,35-44,133,1709763,7.8,0.7,0
,2007,2007,Texas,48,Female,F,45-54 years,45-54,150,1647827,9.1,0.7,0
,2007,2007,Texas,48,Female,F,55-64 years,55-64,50,1186806,4.2,0.6,0
Total,2007,2007,Texas,48,Female,F,,,463,12010572,3.9,0.2,0.001
,2007,2007,Texas,48,Male,M,15-24 years,15-24,142,1849608,7.7,0.6,0
,2007,2007,Texas,48,Male,M,25-34 years,25-34,208,1723358,12.1,0.8,0.001
,2007,2007,Texas,48,Male,M,35-44 years,35-44,220,1700143,12.9,0.9,0.001
,2007,2007,Texas,48,Male,M,45-54 years,45-54,256,1617044,15.8,1,0.001
,2007,2007,Texas,48,Male,M,55-64 years,55-64,93,1113324,8.4,0.9,0
,2007,2007,Texas,48,Male,M,65-74 years,65-74,14,609348,Unreliable,0.6,0
Total,2007,2007,Texas,48,Male,M,,,939,11821411,7.9,0.3,0.003
Total,2007,2007,Texas,48,,,,,1402,23831983,5.9,0.2,0.004
,2007,2007,Utah,49,Female,F,15-24 years,15-24,15,220546,Unreliable,1.8,0
,2007,2007,Utah,49,Female,F,25-34 years,25-34,28,202291,13.8,2.6,0
,2007,2007,Utah,49,Female,F,35-44 years,35-44,37,153432,24.1,4,0
,2007,2007,Utah,49,Female,F,45-54 years,45-54,40,149171,26.8,4.2,0
,2007,2007,Utah,49,Female,F,55-64 years,55-64,15,107518,Unreliable,3.6,0
Total,2007,2007,Utah,49,Female,F,,,141,1292672,10.9,0.9,0
,2007,2007,Utah,49,Male,M,15-24 years,15-24,45,226421,19.9,3,0
,2007,2007,Utah,49,Male,M,25-34 years,25-34,74,212000,34.9,4.1,0
,2007,2007,Utah,49,Male,M,35-44 years,35-44,55,158848,34.6,4.7,0
,2007,2007,Utah,49,Male,M,45-54 years,45-54,41,148375,27.6,4.3,0
,2007,2007,Utah,49,Male,M,55-64 years,55-64,17,103708,Unreliable,4,0
Total,2007,2007,Utah,49,Male,M,,,237,1305074,18.2,1.2,0.001
Total,2007,2007,Utah,49,,,,,378,2597746,14.6,0.7,0.001
,2007,2007,Vermont,50,Female,F,35-44 years,35-44,11,43902,Unreliable,7.6,0
Total,2007,2007,Vermont,50,Female,F,,,22,316538,7.0,1.5,0
,2007,2007,Vermont,50,Male,M,35-44 years,35-44,11,42625,Unreliable,7.8,0
,2007,2007,Vermont,50,Male,M,45-54 years,45-54,12,50858,Unreliable,6.8,0
Total,2007,2007,Vermont,50,Male,M,,,34,306943,11.1,1.9,0
Total,2007,2007,Vermont,50,,,,,56,623481,9.0,1.2,0
,2007,2007,Virginia,51,Female,F,15-24 years,15-24,22,541041,4.1,0.9,0
,2007,2007,Virginia,51,Female,F,25-34 years,25-34,42,515726,8.1,1.3,0
,2007,2007,Virginia,51,Female,F,35-44 years,35-44,71,586192,12.1,1.4,0
,2007,2007,Virginia,51,Female,F,45-54 years,45-54,71,597258,11.9,1.4,0
,2007,2007,Virginia,51,Female,F,55-64 years,55-64,11,452625,Unreliable,0.7,0
Total,2007,2007,Virginia,51,Female,F,,,227,3947966,5.7,0.4,0.001
,2007,2007,Virginia,51,Male,M,15-24 years,15-24,45,573781,7.8,1.2,0
,2007,2007,Virginia,51,Male,M,25-34 years,25-34,93,516854,18.0,1.9,0
,2007,2007,Virginia,51,Male,M,35-44 years,35-44,95,568133,16.7,1.7,0
,2007,2007,Virginia,51,Male,M,45-54 years,45-54,84,570988,14.7,1.6,0
,2007,2007,Virginia,51,Male,M,55-64 years,55-64,18,421361,Unreliable,1,0
Total,2007,2007,Virginia,51,Male,M,,,339,3803034,8.9,0.5,0.001
Total,2007,2007,Virginia,51,,,,,566,7751000,7.3,0.3,0.002
,2007,2007,Washington,53,Female,F,15-24 years,15-24,13,439986,Unreliable,0.8,0
,2007,2007,Washington,53,Female,F,25-34 years,25-34,42,432817,9.7,1.5,0
,2007,2007,Washington,53,Female,F,35-44 years,35-44,66,461288,14.3,1.8,0
,2007,2007,Washington,53,Female,F,45-54 years,45-54,92,492790,18.7,1.9,0
,2007,2007,Washington,53,Female,F,55-64 years,55-64,46,380899,12.1,1.8,0
Total,2007,2007,Washington,53,Female,F,,,271,3247800,8.3,0.5,0.001
,2007,2007,Washington,53,Male,M,15-24 years,15-24,46,470550,9.8,1.4,0
,2007,2007,Washington,53,Male,M,25-34 years,25-34,94,439420,21.4,2.2,0
,2007,2007,Washington,53,Male,M,35-44 years,35-44,109,469806,23.2,2.2,0
,2007,2007,Washington,53,Male,M,45-54 years,45-54,137,486262,28.2,2.4,0
,2007,2007,Washington,53,Male,M,55-64 years,55-64,46,366699,12.5,1.8,0
Total,2007,2007,Washington,53,Male,M,,,439,3213787,13.7,0.7,0.001
Total,2007,2007,Washington,53,,,,,710,6461587,11.0,0.4,0.002
,2007,2007,West Virginia,54,Female,F,15-24 years,15-24,16,116322,Unreliable,3.4,0
,2007,2007,West Virginia,54,Female,F,25-34 years,25-34,27,109545,24.6,4.7,0
,2007,2007,West Virginia,54,Female,F,35-44 years,35-44,32,121987,26.2,4.6,0
,2007,2007,West Virginia,54,Female,F,45-54 years,45-54,33,142115,23.2,4,0
Total,2007,2007,West Virginia,54,Female,F,,,118,932683,12.7,1.2,0
,2007,2007,West Virginia,54,Male,M,15-24 years,15-24,23,122398,18.8,3.9,0
,2007,2007,West Virginia,54,Male,M,25-34 years,25-34,69,111307,62.0,7.5,0
,2007,2007,West Virginia,54,Male,M,35-44 years,35-44,67,122677,54.6,6.7,0
,2007,2007,West Virginia,54,Male,M,45-54 years,45-54,58,138578,41.9,5.5,0
,2007,2007,West Virginia,54,Male,M,55-64 years,55-64,15,120119,Unreliable,3.2,0
Total,2007,2007,West Virginia,54,Male,M,,,232,901369,25.7,1.7,0.001
Total,2007,2007,West Virginia,54,,,,,350,1834052,19.1,1,0.001
,2007,2007,Wisconsin,55,Female,F,25-34 years,25-34,25,336704,7.4,1.5,0
,2007,2007,Wisconsin,55,Female,F,35-44 years,35-44,52,388658,13.4,1.9,0
,2007,2007,Wisconsin,55,Female,F,45-54 years,45-54,54,430802,12.5,1.7,0
,2007,2007,Wisconsin,55,Female,F,55-64 years,55-64,10,315661,Unreliable,1,0
Total,2007,2007,Wisconsin,55,Female,F,,,154,2827782,5.4,0.4,0
,2007,2007,Wisconsin,55,Male,M,15-24 years,15-24,44,413290,10.6,1.6,0
,2007,2007,Wisconsin,55,Male,M,25-34 years,25-34,67,351625,19.1,2.3,0
,2007,2007,Wisconsin,55,Male,M,35-44 years,35-44,76,394711,19.3,2.2,0
,2007,2007,Wisconsin,55,Male,M,45-54 years,45-54,71,432100,16.4,2,0
,2007,2007,Wisconsin,55,Male,M,55-64 years,55-64,29,312182,9.3,1.7,0
Total,2007,2007,Wisconsin,55,Male,M,,,295,2782993,10.6,0.6,0.001
Total,2007,2007,Wisconsin,55,,,,,449,5610775,8.0,0.4,0.001
Total,2007,2007,Wyoming,56,Female,F,,,12,262776,Unreliable,1.3,0
Total,2007,2007,Wyoming,56,Male,M,,,17,272100,Unreliable,1.5,0
Total,2007,2007,Wyoming,56,,,,,29,534876,5.4,1,0
Total,2007,2007,,,,,,,22025,301231207,7.3,0,0.062
,2008,2008,Alabama,1,Female,F,25-34 years,25-34,16,304221,Unreliable,1.3,0
,2008,2008,Alabama,1,Female,F,35-44 years,35-44,35,322821,10.8,1.8,0
,2008,2008,Alabama,1,Female,F,45-54 years,45-54,26,353830,7.3,1.4,0
Total,2008,2008,Alabama,1,Female,F,,,89,2430257,3.7,0.4,0
,2008,2008,Alabama,1,Male,M,15-24 years,15-24,16,340693,Unreliable,1.2,0
,2008,2008,Alabama,1,Male,M,25-34 years,25-34,43,294555,14.6,2.2,0
,2008,2008,Alabama,1,Male,M,35-44 years,35-44,29,309813,9.4,1.7,0
,2008,2008,Alabama,1,Male,M,45-54 years,45-54,28,334324,8.4,1.6,0
,2008,2008,Alabama,1,Male,M,55-64 years,55-64,13,266305,Unreliable,1.4,0
Total,2008,2008,Alabama,1,Male,M,,,130,2287949,5.7,0.5,0
Total,2008,2008,Alabama,1,,,,,219,4718206,4.6,0.3,0.001
,2008,2008,Alaska,2,Female,F,35-44 years,35-44,10,45515,Unreliable,6.9,0
,2008,2008,Alaska,2,Female,F,45-54 years,45-54,12,53660,Unreliable,6.5,0
Total,2008,2008,Alaska,2,Female,F,,,33,329412,10.0,1.7,0
,2008,2008,Alaska,2,Male,M,15-24 years,15-24,10,58527,Unreliable,5.4,0
,2008,2008,Alaska,2,Male,M,25-34 years,25-34,14,49815,Unreliable,7.5,0
,2008,2008,Alaska,2,Male,M,35-44 years,35-44,14,48780,Unreliable,7.7,0
,2008,2008,Alaska,2,Male,M,45-54 years,45-54,17,57503,Unreliable,7.2,0
Total,2008,2008,Alaska,2,Male,M,,,64,358043,17.9,2.2,0
Total,2008,2008,Alaska,2,,,,,97,687455,14.1,1.4,0
,2008,2008,Arizona,4,Female,F,25-34 years,25-34,31,418977,7.4,1.3,0
,2008,2008,Arizona,4,Female,F,35-44 years,35-44,42,410415,10.2,1.6,0
,2008,2008,Arizona,4,Female,F,45-54 years,45-54,66,419758,15.7,1.9,0
,2008,2008,Arizona,4,Female,F,55-64 years,55-64,31,357174,8.7,1.6,0
Total,2008,2008,Arizona,4,Female,F,,,191,3155278,6.1,0.4,0.001
,2008,2008,Arizona,4,Male,M,15-24 years,15-24,48,463561,10.4,1.5,0
,2008,2008,Arizona,4,Male,M,25-34 years,25-34,57,439681,13.0,1.7,0
,2008,2008,Arizona,4,Male,M,35-44 years,35-44,77,421296,18.3,2.1,0
,2008,2008,Arizona,4,Male,M,45-54 years,45-54,109,405720,26.9,2.6,0
,2008,2008,Arizona,4,Male,M,55-64 years,55-64,40,325075,12.3,1.9,0
Total,2008,2008,Arizona,4,Male,M,,,340,3125084,10.9,0.6,0.001
Total,2008,2008,Arizona,4,,,,,531,6280362,8.5,0.4,0.001
,2008,2008,Arkansas,5,Female,F,25-34 years,25-34,18,184977,Unreliable,2.3,0
,2008,2008,Arkansas,5,Female,F,35-44 years,35-44,31,187938,16.5,3,0
,2008,2008,Arkansas,5,Female,F,45-54 years,45-54,25,204513,12.2,2.4,0
Total,2008,2008,Arkansas,5,Female,F,,,89,1464220,6.1,0.6,0
,2008,2008,Arkansas,5,Male,M,15-24 years,15-24,27,203933,13.2,2.5,0
,2008,2008,Arkansas,5,Male,M,25-34 years,25-34,35,185963,18.8,3.2,0
,2008,2008,Arkansas,5,Male,M,35-44 years,35-44,27,186476,14.5,2.8,0
,2008,2008,Arkansas,5,Male,M,45-54 years,45-54,26,197249,13.2,2.6,0
Total,2008,2008,Arkansas,5,Male,M,,,124,1410334,8.8,0.8,0
Total,2008,2008,Arkansas,5,,,,,213,2874554,7.4,0.5,0.001
,2008,2008,California,6,Female,F,15-24 years,15-24,32,2646889,1.2,0.2,0
,2008,2008,California,6,Female,F,25-34 years,25-34,59,2560963,2.3,0.3,0
,2008,2008,California,6,Female,F,35-44 years,35-44,134,2620598,5.1,0.4,0
,2008,2008,California,6,Female,F,45-54 years,45-54,258,2598325,9.9,0.6,0.001
,2008,2008,California,6,Female,F,55-64 years,55-64,139,1939797,7.2,0.6,0
